question,context,company,source_file,source_page,kpi_id,year,answer,data_type,relevant_paragraphs,annotator,Index,label
What is the total volume of hydrocarbons production?,Listed tables are available in the annual Data Library on the company’s website ,MOL Hungarian Oil & Gas Plc,mol_group_integrated_annual_report_2018.pdf,['11'],3.0,2019,110 mboepd,TEXT,"[""Upstream to remain a major cash generator with around 110 mboepd production (in line with the upgraded production guidance""]",train_anno_large.xlsx,1914,0
What is the total volume of hydrocarbons production?,Butadiene-naphtha spread (EUR/t) MOL Group petrochemicals margin (EUR/t)(9) ,MOL Hungarian Oil & Gas Plc,mol_group_integrated_annual_report_2018.pdf,['14'],3.0,2019,110 mboepd,TEXT,"[""Upstream plans to maintain production at around 110 mboepd in 2019 (and at 100-110 mboepd in 2019-23)""]",train_anno_large.xlsx,1915,0
What is the total volume of hydrocarbons production?,Equity recorded for share-based payments ,MOL Hungarian Oil & Gas Plc,mol_group_integrated_annual_report_2018.pdf,['17'],3.0,2018,110.6 mboepd,TEXT,"[""Total average daily hydrocarbon production (including JVs and associates) reached a 110.6 mboepd in 2018""]",train_anno_large.xlsx,1917,0
What is the total volume of hydrocarbons production?,"The Upstream segment’s EBITDA, excluding special items, reached HUF 344bn in 2018, representing a 47% increase compared to 2017 due to higher Brent (+32%) and higher realized gas prices (+19%), the addition of high-margin Catcher barrels in the UK and cash collection of overdue receivables in Egypt. Total hydrocarbon production increased by 3% year-on year to 110.6 mboepd, while group-level average unit OPEX increased slightly to USD 6.3/bbl, but remained at a highly competitive level. ",MOL Hungarian Oil & Gas Plc,mol_group_integrated_annual_report_2018.pdf,['11'],3.0,2018,110.6 mboepd,TEXT,"[""Total hydrocarbon production increased by 3% year-on year to 110.6 mboepd""]",train_anno_large.xlsx,1913,1
What is the total volume of hydrocarbons production?,Upstream to remain a major cash generator with around 110 mboepd production (in line with the upgraded production guidance); whilst inorganic reserves replacement efforts remain high on the agenda. ,MOL Hungarian Oil & Gas Plc,mol_group_integrated_annual_report_2018.pdf,['11'],3.0,2019,110 mboepd,TEXT,"[""Upstream to remain a major cash generator with around 110 mboepd production (in line with the upgraded production guidance""]",train_anno_large.xlsx,1914,1
What is the total volume of hydrocarbons production?,"In Upstream, the primary target remains to maximize cash generation on the existing barrels through maintaining an efficient operation. With its upgraded mid-term production profile, Upstream plans to maintain production at around 110 mboepd in 2019 (and at 100-110 mboepd in 2019-23) and to generate at least USD 500mn Simplified Free Cash Flow annually at a USD 60/bbl oil price. At the same time, the business will keep on working hard on reserve replacement, through exploring both organic and inorganic opportunities. While exploration in Norway has significant organic potential, inorganic steps are also necessary to reach the mid- term 500mn boe 2P reserve target. ",MOL Hungarian Oil & Gas Plc,mol_group_integrated_annual_report_2018.pdf,['14'],3.0,2019,110 mboepd,TEXT,"[""Upstream plans to maintain production at around 110 mboepd in 2019 (and at 100-110 mboepd in 2019-23)""]",train_anno_large.xlsx,1915,1
What is the total volume of hydrocarbons production?,"Total average daily hydrocarbon production (including JVs and associates) reached a 110.6 mboepd in 2018, representing a 3%, or 3 mboepd increase year-on-year. The higher production was primarily due to the improved performance of UK (+7.7 mboepd) driven by Catcher, which was partially offset by decreased production in the CEE (-3.9 mboepd) and Russia (-0.6 mboepd) due to natural decline. ",MOL Hungarian Oil & Gas Plc,mol_group_integrated_annual_report_2018.pdf,['17'],3.0,2018,110.6 mboepd,TEXT,"[""Total average daily hydrocarbon production (including JVs and associates) reached a 110.6 mboepd in 2018""]",train_anno_large.xlsx,1917,1
What is the total amount of direct greenhouse gases emissions referred to as scope 1 emissions?,Proportion of women in total workforce ,MOL Hungarian Oil & Gas Plc,mol_group_integrated_annual_report_2018.pdf,['122'],6.0,2018,7.2 million tonnes of CO2 equivalent,TEXT,"[""MOL Group's total Greenhouse Gas (GHG) Scope 1 emissions reached 7.2 million tonnes of CO2 equivalent for 2018""]",train_anno_large.xlsx,1919,0
What is the total amount of direct greenhouse gases emissions referred to as scope 1 emissions?,MOL Magyarorszg Trsasgi Szolgltat Kft. ,MOL Hungarian Oil & Gas Plc,mol_group_integrated_annual_report_2018.pdf,['129'],6.0,2018,7.2 million tonnes,TEXT,"[""By comparison, FGSZ yearly GHG Scope 1 is around 100,000 tonnes (versus 7.2 million tonnes for MOL Group)""]",train_anno_large.xlsx,1920,0
What is the total amount of direct greenhouse gases emissions referred to as scope 1 emissions?,MOL Group's total Greenhouse Gas (GHG) Scope 1 emissions reached 7.2 million tonnes of CO2 equivalent for 2018,MOL Hungarian Oil & Gas Plc,mol_group_integrated_annual_report_2018.pdf,['122'],6.0,2018,7.2 million tonnes of CO2 equivalent,TEXT,"[""MOL Group's total Greenhouse Gas (GHG) Scope 1 emissions reached 7.2 million tonnes of CO2 equivalent for 2018""]",train_anno_large.xlsx,1919,1
What is the total amount of direct greenhouse gases emissions referred to as scope 1 emissions?,"FGSZ is a natural gas transmission company and a 100% consolidated subsidiary, but it is not MOL Group operated due to the unbundling regulations of the European Union. By comparison, FGSZ yearly GHG Scope 1 is around 100,000 tonnes (versus 7.2 million tonnes for MOL Group) with a staff of around 700 (26,000 for MOL Group). During 2018, there were no major changes at FGSZ that would materially affect and alter the sustainability risk profile of MOL Group. Material changes to MOL Group Joint Ventures will be updated on a year by year basis. ",MOL Hungarian Oil & Gas Plc,mol_group_integrated_annual_report_2018.pdf,['129'],6.0,2018,7.2 million tonnes,TEXT,"[""By comparison, FGSZ yearly GHG Scope 1 is around 100,000 tonnes (versus 7.2 million tonnes for MOL Group)""]",train_anno_large.xlsx,1920,1
What is the climate commitment scenario considered?,the non-controlling interests’ share of changes in equity after the acquisition. ,MOL Hungarian Oil & Gas Plc,mol_group_integrated_annual_report_2018.pdf,['124'],10.0,2018,1.5 target,TEXT,"[""As a result, MOL Group recorded an increase in Total Recordable Injury Rate (TRIR, measured per one million working hours) during 2018, reaching 1.67 (above the Group's 1.5 target)""]",train_anno_large.xlsx,1924,0
What is the climate commitment scenario considered?,"As a result, MOL Group recorded an increase in Total Recordable Injury Rate (TRIR, measured per one million working hours) during 2018, reaching 1.67 (above the Group's 1.5 target)",MOL Hungarian Oil & Gas Plc,mol_group_integrated_annual_report_2018.pdf,['124'],10.0,2018,1.5 target,TEXT,"[""As a result, MOL Group recorded an increase in Total Recordable Injury Rate (TRIR, measured per one million working hours) during 2018, reaching 1.67 (above the Group's 1.5 target)""]",train_anno_large.xlsx,1924,1
